id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,file_path,group_radius,image_url,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,posrot1,posrot10,posrot11,posrot2,posrot3,posrot4,posrot5,posrot6,posrot7,posrot8,posrot9,posrotpepper,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2633639417,0.0,0.0,2.93,1.526,0.0,0.0,3.33,1.4909999999999999,0.0,0.0,3.47,1.5,0.0,0.0,3.27,1.436,0.0,0.0,3.33,1.3980000000000001,3.47,1.36,0.0,0.0,2.93,1.526,0.0,0.0,0.0,0.0,3.07,1.611,0,0,0,142.8982,72.62131,78.90926,88.11455,1.427115,2.010996,50.0,50.0,0.8770812,50.0,data/screenshots/11_1_0_5_0_50_50_0_0_1.582288_0.8770812_1.427115_2.010996_88.11455_72.62131_78.90926_142.8982_0_0_0_0_0_0_0_50_0_1_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/11_1_0_5_0_50_50_0_0_1.582288_0.8770812_1.427115_2.010996_88.11455_72.62131_78.90926_142.8982_0_0_0_0_0_0_0_50_0_1_6.png,0,6,0,0,5,0,1,"(-3.2, -0.9, -3.0) (0.0, 0.9, 0.0, -0.4)",_,_,"(-2.8, -0.9, -3.5) (0.0, 1.0, 0.0, 0.1)","(-2.9, -0.9, -4.1) (0.0, 0.5, 0.0, 0.8)","(-8.2, -0.9, -0.4) (0.0, 0.6, 0.0, 0.8)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-3.1, -0.9, -2.1) (0.0, 0.7, 0.0, 0.7)",0,0,0,0,0,1.582288,11,0,1
2633639418,3.58,1.5330000000000001,0.0,0.0,3.84,1.225,0.0,0.0,3.89,1.209,0.0,0.0,3.89,1.209,0.0,0.0,3.74,1.291,0.0,0.0,0.0,0.0,3.74,1.291,0.0,0.0,3.58,1.4980000000000002,3.74,1.25,0.0,0.0,0,0,0,317.4496,142.4245,1000.0,71.75674000000001,4.165578,50.0,50.0,50.0,3.8418699999999997,50.0,data/screenshots/12_0_1_2_0_50_50_0_0_0_3.84187_4.165578_50_71.75674_142.4245_1000_317.4496_0_0_0_0_0_0_0_50_0_1_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/12_0_1_2_0_50_50_0_0_0_3.84187_4.165578_50_71.75674_142.4245_1000_317.4496_0_0_0_0_0_0_0_50_0_1_3.png,0,3,0,0,2,0,1,"(-6.4, -0.9, -4.8) (0.0, 0.8, 0.0, 0.6)",_,_,_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-2.9, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)",0,0,0,0,0,0.0,12,1,0
2633639420,0.0,0.0,3.87,1.204,0.0,0.0,3.73,1.34,0.0,0.0,3.93,1.236,0.0,0.0,4.0,1.2109999999999999,0.0,0.0,3.87,1.258,3.73,1.34,0.0,0.0,4.0,1.317,0.0,0.0,0.0,0.0,3.73,1.436,1,0,0,158.3763,143.7248,1000.0,175.3667,3.6240580000000002,50.0,50.0,50.0,3.108594,50.0,data/screenshots/14_1_0_2_0_50_50_0_0_1.573692_3.108594_3.624058_50_175.3667_143.7248_1000_158.3763_0_0_0_0_1_0_0_50_0_0_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/14_1_0_2_0_50_50_0_0_1.573692_3.108594_3.624058_50_175.3667_143.7248_1000_158.3763_0_0_0_0_1_0_0_50_0_0_3.png,0,3,0,0,2,0,0,"(-5.7, -0.9, -3.1) (0.0, 0.7, 0.0, -0.7)",_,_,"(-5.2, -0.9, -4.9) (0.0, 0.3, 0.0, 1.0)",_,_,_,_,_,_,_,"(-2.7, -0.9, -2.3) (-0.1, 0.6, 0.1, 0.8)",0,0,0,0,0,1.573692,14,0,1
2633639422,0.0,0.0,3.69,1.4880000000000002,0.0,0.0,3.69,1.435,0.0,0.0,3.73,1.374,0.0,0.0,3.81,1.301,0.0,0.0,3.65,1.466,3.77,1.449,0.0,0.0,3.65,1.568,0.0,0.0,0.0,0.0,3.81,1.3869999999999998,0,0,1,34.15363,1000.0,1000.0,196.4141,50.0,50.0,50.0,50.0,4.045765,50.0,data/screenshots/16_1_0_1_0_50_50_0_0_1.22152_4.045765_50_50_196.4141_1000_1000_34.15363_0_0_0_1_0_0_0_50_0_0_2.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/16_1_0_1_0_50_50_0_0_1.22152_4.045765_50_50_196.4141_1000_1000_34.15363_0_0_0_1_0_0_0_50_0_0_2.png,0,2,0,0,1,0,0,"(-7.8, -0.9, -1.5) (0.0, 0.9, 0.0, 0.5)",_,_,_,_,_,_,_,_,_,_,"(-5.8, -0.9, -5.1) (0.0, 0.9, 0.0, 0.4)",0,0,0,0,0,1.2215200000000002,16,0,1
2633639423,3.21,1.055,0.0,0.0,3.42,0.99,0.0,0.0,3.16,1.225,0.0,0.0,3.26,0.965,0.0,0.0,3.37,1.0859999999999999,0.0,0.0,0.0,0.0,3.21,1.055,0.0,0.0,3.21,1.004,3.32,1.172,0.0,0.0,0,0,0,46.15675,113.6328,1.0012510000000001,7.003113000000001,2.567755,3.6610620000000003,50.0,50.0,2.142594,50.0,data/screenshots/17_0_1_6_0_50_50_0_0_0_2.142594_2.567755_3.661062_7.003113_113.6328_1.001251_46.15675_1_0_1_0_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/17_0_1_6_0_50_50_0_0_0_2.142594_2.567755_3.661062_7.003113_113.6328_1.001251_46.15675_1_0_1_0_0_0_0_50_0_0_7.png,0,7,0,0,6,0,0,"(-3.9, -0.9, -4.0) (0.0, 0.6, 0.0, -0.8)",_,_,"(-7.3, -0.9, -2.2) (0.0, 0.8, 0.0, 0.6)","(-2.8, -0.9, -2.6) (0.0, 0.8, 0.0, -0.6)","(-4.3, -0.9, -0.7) (0.0, 0.7, 0.0, 0.7)","(-3.2, -0.9, -2.0) (0.0, 1.0, 0.0, -0.3)","(-8.2, -0.9, -1.0) (0.0, 0.4, 0.0, 0.9)",_,_,_,"(-6.5, -0.9, -4.2) (0.0, -0.2, 0.0, 1.0)",0,1,1,0,0,0.0,17,1,0
2633639424,3.0,1.2109999999999999,0.0,0.0,3.33,1.35,0.0,0.0,3.07,1.2890000000000001,0.0,0.0,3.2,1.327,0.0,0.0,3.27,1.2890000000000001,0.0,0.0,0.0,0.0,3.2,1.275,0.0,0.0,3.27,1.34,3.2,1.275,0.0,0.0,0,0,0,214.84400000000002,287.9637,345.7528,230.6891,1.581628,2.302838,50.0,50.0,1.288526,50.0,data/screenshots/18_0_1_6_0_50_50_0_0_0_1.288526_1.581628_2.302838_230.6891_287.9637_345.7528_214.844_0_0_1_0_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/18_0_1_6_0_50_50_0_0_0_1.288526_1.581628_2.302838_230.6891_287.9637_345.7528_214.844_0_0_1_0_0_0_0_50_0_0_7.png,0,7,0,0,6,0,0,"(-4.3, -0.9, -1.3) (0.0, 0.5, 0.0, -0.8)",_,_,"(-8.5, -0.9, -0.2) (0.0, 0.9, 0.0, -0.4)","(-7.1, -0.9, -0.7) (0.0, 0.8, 0.0, 0.6)","(-5.1, -0.9, -3.5) (0.0, 0.8, 0.0, 0.6)","(-3.2, -0.9, -4.2) (0.0, 1.0, 0.0, 0.1)","(-4.3, -0.9, -3.3) (0.0, 0.9, 0.0, 0.3)",_,_,_,"(-2.7, -0.9, -3.0) (0.0, -0.2, 0.0, 1.0)",0,1,0,0,0,0.0,18,1,0
2633639425,3.27,1.181,0.0,0.0,3.27,1.436,0.0,0.0,3.33,1.135,0.0,0.0,3.4,1.143,0.0,0.0,3.53,1.147,0.0,0.0,0.0,0.0,3.13,1.147,0.0,0.0,3.2,1.222,3.07,1.123,0.0,0.0,1,0,0,257.1814,52.14151,188.5208,33.97922,1.937617,2.911825,50.0,1.937617,1.125393,3.4912379999999996,data/screenshots/19_0_1_6_3_0.7484223_3.491238_0_0_0_1.125393_1.937617_2.911825_33.97922_52.14151_188.5208_257.1814_1_0_0_0_1_0_1_1.937617_0_0_7.png,0.7484223000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/19_0_1_6_3_0.7484223_3.491238_0_0_0_1.125393_1.937617_2.911825_33.97922_52.14151_188.5208_257.1814_1_0_0_0_1_0_1_1.937617_0_0_7.png,0,7,0,1,6,3,0,"(-4.0, -0.9, -1.8) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.4, -0.9, -2.9) (0.0, -0.5, 0.0, 0.9)","(-4.6, -0.9, -2.9) (0.0, 0.5, 0.0, 0.9)","(-3.1, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)","(-8.3, -0.9, -1.5) (0.0, 0.9, 0.0, -0.4)",_,_,_,"(-8.5, -0.9, -0.6) (0.0, 1.0, 0.0, 0.2)","(-7.5, -0.9, -2.2) (0.0, 0.7, 0.0, -0.7)",0,0,1,0,0,0.0,19,1,0
2633639426,3.69,1.206,0.0,0.0,3.79,1.186,0.0,0.0,3.83,1.315,0.0,0.0,3.69,1.235,0.0,0.0,3.69,1.177,0.0,0.0,0.0,0.0,3.72,1.31,0.0,0.0,3.69,1.177,3.62,1.215,0.0,0.0,0,0,0,141.6802,234.4165,10.98718,180.3365,0.8404765,3.051695,50.0,50.0,0.4008913,50.0,data/screenshots/20_0_1_6_0_50_50_0_0_0_0.4008913_0.8404765_3.051695_180.3365_234.4165_10.98718_141.6802_0_0_1_0_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/20_0_1_6_0_50_50_0_0_0_0.4008913_0.8404765_3.051695_180.3365_234.4165_10.98718_141.6802_0_0_1_0_0_0_0_50_0_0_7.png,1,7,0,0,6,0,0,"(-5.8, -0.9, -4.4) (0.0, 1.0, 0.0, -0.1)",_,_,"(-7.2, -0.9, -1.3) (0.0, 0.4, 0.0, -0.9)","(-6.3, -0.9, -4.9) (0.0, 0.3, 0.0, -0.9)","(-7.4, -0.9, -0.3) (0.0, 0.4, 0.0, -0.9)","(-8.4, -0.9, -2.0) (0.0, 0.1, 0.0, -1.0)","(-3.0, -0.9, -2.8) (0.0, 0.3, 0.0, -1.0)",_,_,_,"(-6.0, -0.9, -4.1) (0.0, -0.3, 0.0, 1.0)",0,1,0,0,0,0.0,20,1,0
2633639427,0.0,0.0,3.4,1.143,0.0,0.0,3.47,0.884,0.0,0.0,3.33,0.943,0.0,0.0,3.4,1.02,0.0,0.0,3.07,1.181,3.67,1.011,0.0,0.0,3.27,1.2890000000000001,0.0,0.0,0.0,0.0,3.07,1.2890000000000001,0,0,0,59.67429,1000.0,1000.0,69.91411,50.0,50.0,5.451954,50.0,2.464521,50.0,data/screenshots/21_1_0_1_0_50_50_0_0_0.8215137_2.464521_50_50_69.91411_1000_1000_59.67429_0_0_0_0_0_0_0_50_1_0_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/21_1_0_1_0_50_50_0_0_0.8215137_2.464521_50_50_69.91411_1000_1000_59.67429_0_0_0_0_0_0_0_50_1_0_3.png,0,3,1,0,1,0,0,"(-5.7, -0.9, -3.3) (0.0, 0.3, 0.0, 1.0)",_,"(-8.5, -0.9, -2.2) (0.0, 0.4, 0.0, 0.9)",_,_,_,_,_,_,_,_,"(-3.2, -0.9, -3.4) (0.0, 1.0, 0.0, -0.2)",0,0,0,0,0,0.8215136999999999,21,0,1
2633639428,0.0,0.0,3.55,1.499,0.0,0.0,3.36,1.5530000000000002,0.0,0.0,3.45,1.5590000000000002,0.0,0.0,3.45,1.5290000000000001,0.0,0.0,3.36,1.5530000000000002,3.41,1.614,0.0,0.0,3.5,1.5590000000000002,0.0,0.0,0.0,0.0,3.5,1.5590000000000002,0,0,0,93.98868,13.86935,1000.0,5.314392,5.371885,50.0,50.0,50.0,5.23825,50.0,data/screenshots/22_1_0_2_0_50_50_0_0_2.155335_5.23825_5.371885_50_5.314392_13.86935_1000_93.98868_1_1_0_0_0_0_0_50_0_0_3.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/22_1_0_2_0_50_50_0_0_2.155335_5.23825_5.371885_50_5.314392_13.86935_1000_93.98868_1_1_0_0_0_0_0_50_0_0_3.png,0,3,0,0,2,0,0,"(-8.1, -0.9, -1.5) (0.0, 0.1, 0.0, -1.0)",_,_,"(-8.1, -0.9, -2.3) (0.0, 0.0, 0.0, 1.0)",_,_,_,_,_,_,_,"(-2.9, -0.9, -2.9) (0.0, -0.7, 0.0, 0.7)",1,0,1,0,0,2.155335,22,0,1
2633639430,3.07,1.34,0.0,0.0,3.73,1.062,0.0,0.0,3.8,0.98,0.0,0.0,3.47,1.147,0.0,0.0,3.8,1.046,0.0,0.0,0.0,0.0,3.67,1.011,0.0,0.0,3.87,1.087,3.4,1.254,0.0,0.0,0,1,0,223.3774,338.4697,25.61044,222.493,0.6446414,1.240534,50.0,50.0,0.4242669,1.0822459999999998,data/screenshots/24_0_1_6_3_0.5374556_1.082246_0_1_0_0.4242669_0.6446414_1.240534_222.493_338.4697_25.61044_223.3774_0_1_1_0_0_1_0_50_0_0_7.png,0.5374555999999999,https://acsdissertation.s3-eu-west-1.amazonaws.com/24_0_1_6_3_0.5374556_1.082246_0_1_0_0.4242669_0.6446414_1.240534_222.493_338.4697_25.61044_223.3774_0_1_1_0_0_1_0_50_0_0_7.png,0,7,0,0,6,3,0,"(-4.0, -0.9, -2.0) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.5, -0.9, -2.8) (0.0, -0.5, 0.0, 0.9)","(-4.5, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)","(-5.5, -0.9, -3.4) (0.0, 0.5, 0.0, -0.8)","(-2.6, -0.9, -2.9) (0.0, 0.7, 0.0, 0.7)","(-6.5, -0.9, -3.0) (0.0, 0.1, 0.0, 1.0)",_,_,_,"(-2.9, -0.9, -2.6) (0.0, -0.7, 0.0, 0.7)",1,1,0,1,0,0.0,24,1,0
2633639432,0.0,0.0,3.27,1.062,0.0,0.0,3.47,1.024,0.0,0.0,3.27,1.062,0.0,0.0,3.33,1.011,0.0,0.0,3.33,1.075,3.4,1.02,0.0,0.0,3.53,1.024,0.0,0.0,0.0,0.0,3.27,1.062,0,1,1,357.2418,275.0009,25.977339999999998,199.2418,0.4903605,1.559444,50.0,50.0,0.4173691,50.0,data/screenshots/26_1_0_6_0_50_50_1_0_1.211852_0.4173691_0.4903605_1.559444_199.2418_275.0009_25.97734_357.2418_0_0_1_1_0_1_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/26_1_0_6_0_50_50_1_0_1.211852_0.4173691_0.4903605_1.559444_199.2418_275.0009_25.97734_357.2418_0_0_1_1_0_1_0_50_0_0_7.png,0,7,0,0,6,0,0,"(-2.9, -0.9, -2.0) (0.0, 0.7, 0.0, -0.7)",_,_,"(-2.6, -0.9, -3.6) (0.0, 0.9, 0.0, -0.4)","(-8.0, -0.9, -0.4) (0.0, 0.9, 0.0, -0.4)","(-3.0, -0.9, -3.1) (0.0, 1.0, 0.0, -0.2)","(-3.9, -0.9, -1.7) (0.0, 0.5, 0.0, 0.9)","(-3.8, -0.9, -4.9) (0.0, 0.0, 0.0, 1.0)",_,_,_,"(-3.1, -0.9, -3.5) (0.0, 1.0, 0.0, 0.0)",0,1,0,0,1,1.2118520000000002,26,0,1
2633639433,3.67,1.3,0.0,0.0,3.87,1.147,0.0,0.0,3.73,1.236,0.0,0.0,3.73,1.123,0.0,0.0,3.8,1.275,0.0,0.0,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,4.07,1.123,3.8,1.275,0.0,0.0,0,0,1,335.4372,120.5097,223.7328,353.4598,2.346784,2.450176,50.0,3.511944,0.6974629,50.0,data/screenshots/27_0_1_5_0_50_50_1_0_0_0.6974629_2.346784_2.450176_353.4598_120.5097_223.7328_335.4372_1_0_0_1_0_0_1_3.511944_0_0_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/27_0_1_5_0_50_50_1_0_0_0.6974629_2.346784_2.450176_353.4598_120.5097_223.7328_335.4372_1_0_0_1_0_0_1_3.511944_0_0_6.png,0,6,0,1,5,0,0,"(-7.6, -0.9, -2.0) (0.0, 1.0, 0.0, 0.1)",_,_,"(-8.5, -0.9, -1.6) (0.0, 0.9, 0.0, 0.4)","(-4.0, -0.9, -3.1) (0.0, 0.4, 0.0, 0.9)","(-6.6, -0.9, -4.6) (0.0, 0.4, 0.0, 0.9)",_,_,_,_,"(-7.4, -0.9, -0.6) (0.0, 0.9, 0.0, -0.5)","(-6.3, -0.9, -3.9) (0.0, 1.0, 0.0, -0.2)",0,0,1,0,1,0.0,27,1,0
2633639435,0.0,0.0,2.94,1.345,0.0,0.0,3.25,1.521,0.0,0.0,3.0,1.275,0.0,0.0,3.19,1.3330000000000002,0.0,0.0,3.25,1.199,3.25,1.3459999999999999,0.0,0.0,3.06,1.391,0.0,0.0,0.0,0.0,3.0,1.4140000000000001,1,1,1,0.0,287.0,17.0,197.0,0.8518181,0.8518181,50.0,50.0,0.8518181,0.0,data/screenshots/29_1_0_6_4_0.851818_0_1_1_0.7849114_0.8518181_0.8518181_0.8518181_197_287_17_0_0_0_1_1_1_1_0_50_0_1_7.png,0.8518180000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/29_1_0_6_4_0.851818_0_1_1_0.7849114_0.8518181_0.8518181_0.8518181_197_287_17_0_0_0_1_1_1_1_0_50_0_1_7.png,0,7,0,0,6,4,1,"(-3.0, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.1, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -3.9) (0.0, 0.0, 0.0, 1.0)","(-3.9, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)","(-4.0, -0.9, -1.9) (0.0, 0.9, 0.0, -0.5)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-3.0, -0.9, -3.0) (0.0, 1.0, 0.0, 0.1)",0,1,0,1,1,0.7849114,29,0,1
2633639436,0.0,0.0,3.23,1.3119999999999998,0.0,0.0,3.64,1.189,0.0,0.0,3.45,1.2690000000000001,0.0,0.0,3.41,1.3019999999999998,0.0,0.0,3.73,1.095,3.73,1.213,0.0,0.0,3.36,1.189,0.0,0.0,0.0,0.0,3.32,1.2930000000000001,1,0,1,0.0,179.0,299.0,58.999990000000004,0.7244655,0.7244656,50.0,50.0,0.7244655,0.0,data/screenshots/30_1_0_7_3_0.7244656_0_1_1_1.983744_0.7244655_0.7244655_0.7244656_58.99999_179_299_0_0_0_0_1_1_0_0_50_0_1_8.png,0.7244656,https://acsdissertation.s3-eu-west-1.amazonaws.com/30_1_0_7_3_0.7244656_0_1_1_1.983744_0.7244655_0.7244655_0.7244656_58.99999_179_299_0_0_0_0_1_1_0_0_50_0_1_8.png,0,8,0,0,7,3,1,"(-5.5, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.9, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.1, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)","(-4.0, -0.9, -4.0) (0.0, 0.4, 0.0, 0.9)","(-4.0, -0.9, -2.2) (0.0, 0.0, 0.0, -1.0)","(-3.0, -0.9, -3.5) (0.0, 0.3, 0.0, -1.0)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-5.5, -0.9, -4.0) (0.0, 0.5, 0.0, 0.9)",0,0,0,1,1,1.983744,30,0,1
2633639438,2.4,1.02,0.0,0.0,3.07,1.2890000000000001,0.0,0.0,3.07,1.062,0.0,0.0,2.87,0.884,0.0,0.0,2.53,1.024,0.0,0.0,0.0,0.0,2.53,1.087,0.0,0.0,3.6,0.9520000000000001,2.6,1.083,0.0,0.0,1,1,1,0.0,231.0,351.0,111.0,0.5587035,0.5587035,3.9620290000000002,50.0,0.5587034000000001,0.0,data/screenshots/32_0_1_5_3_0.5587035_0_1_1_0_0.5587034_0.5587035_0.5587035_111_231_351_0_0_0_1_1_1_1_0_50_1_0_7.png,0.5587035,https://acsdissertation.s3-eu-west-1.amazonaws.com/32_0_1_5_3_0.5587035_0_1_1_0_0.5587034_0.5587035_0.5587035_111_231_351_0_0_0_1_1_1_1_0_50_1_0_7.png,0,7,1,0,5,3,0,"(-5.5, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0)",_,"(-4.1, -0.9, -0.3) (0.0, 1.0, 0.0, -0.3)","(-5.0, -0.9, -4.3) (0.0, -0.5, 0.0, 0.9)","(-6.0, -0.9, -4.3) (0.0, 0.5, 0.0, 0.9)","(-7.1, -0.9, -0.3) (0.0, 1.0, 0.0, -0.2)","(-3.8, -0.9, -3.7) (0.0, 0.7, 0.0, -0.7)",_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.8, 0.0, -0.6)",0,1,0,1,1,0.0,32,1,0
2633639439,3.27,1.34,0.0,0.0,3.47,1.31,0.0,0.0,3.27,1.389,0.0,0.0,3.27,1.34,0.0,0.0,3.2,1.376,0.0,0.0,0.0,0.0,3.47,1.31,0.0,0.0,3.27,1.436,3.33,1.3980000000000001,0.0,0.0,0,0,0,175.7948,191.6782,169.2451,178.9124,3.886106,3.958264,50.0,50.0,2.526752,3.4068980000000004,data/screenshots/33_0_1_0_3_0.8819069_3.406898_0_0_0_2.526752_3.886106_3.958264_178.9124_191.6782_169.2451_175.7948_0_0_0_0_0_0_0_50_0_0_4.png,0.8819068999999999,https://acsdissertation.s3-eu-west-1.amazonaws.com/33_0_1_0_3_0.8819069_3.406898_0_0_0_2.526752_3.886106_3.958264_178.9124_191.6782_169.2451_175.7948_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,0,3,0,"(-3.0, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.2, -0.9, -3.4) (0.0, -0.5, 0.0, 0.9)","(-3.8, -0.9, -3.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,_,"(-5.9, -0.9, -4.9) (0.0, 0.9, 0.0, -0.5)",0,0,0,0,0,0.0,33,1,0
2633639441,0.0,0.0,3.27,1.2890000000000001,0.0,0.0,3.8,1.166,0.0,0.0,3.33,1.4909999999999999,0.0,0.0,3.67,1.075,0.0,0.0,3.67,1.193,3.6,1.143,0.0,0.0,3.47,1.36,0.0,0.0,0.0,0.0,3.53,1.31,1,0,1,0.0,142.0,262.0,22.00001,0.8183089,0.8183090999999999,50.0,50.0,0.8183089,0.0,data/screenshots/35_1_0_6_3_0.818309_0_1_1_1.051094_0.8183089_0.8183089_0.8183091_22.00001_142_262_0_1_0_0_1_1_0_0_50_0_0_7.png,0.8183090000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/35_1_0_6_3_0.818309_0_1_1_1.051094_0.8183089_0.8183089_0.8183091_22.00001_142_262_0_1_0_0_1_1_0_0_50_0_0_7.png,0,7,0,0,6,3,0,"(-5.5, -0.9, -3.2) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.8, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.2, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)","(-3.2, -0.9, -2.0) (0.0, 1.0, 0.0, -0.1)","(-4.3, -0.9, 0.0) (0.0, 0.8, 0.0, 0.6)","(-7.5, -0.9, -1.8) (0.0, 0.2, 0.0, -1.0)",_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.8, 0.0, 0.7)",0,0,1,1,1,1.051094,35,0,1
2633639442,0.0,0.0,3.22,1.25,0.0,0.0,3.3,1.195,0.0,0.0,3.26,1.39,0.0,0.0,3.26,1.15,0.0,0.0,3.13,1.1909999999999998,3.26,1.2590000000000001,0.0,0.0,3.43,1.173,0.0,0.0,0.0,0.0,3.52,1.137,0,0,0,162.418,190.31099999999998,172.8349,176.5458,3.272365,3.5043260000000003,50.0,50.0,2.466933,3.0529759999999997,data/screenshots/36_1_0_0_3_0.6089433_3.052976_0_0_1.850663_2.466933_3.272365_3.504326_176.5458_190.311_172.8349_162.418_0_0_0_0_0_0_0_50_0_0_4.png,0.6089433000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/36_1_0_0_3_0.6089433_3.052976_0_0_1.850663_2.466933_3.272365_3.504326_176.5458_190.311_172.8349_162.418_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,0,3,0,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.5, -0.9, -2.8) (0.0, -0.5, 0.0, 0.9)","(-4.5, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,_,"(-6.2, -0.9, -4.6) (0.0, 0.9, 0.0, -0.4)",0,0,0,0,0,1.8506630000000002,36,0,1
