Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
7375,data/screenshots/7375_0_1_5_0_50_50_0_0_0_0.4502914_0.6389886_1.187839_346.0778_56.85009_55.83788_148.8581_1_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,0.4502914,0.6389886,1.187839,346.0778,56.85009,55.83788,148.8581,1,0,0,50,0,50,0,0,6,
7376,data/screenshots/7376_1_0_6_0_50_50_0_0_2.893044_1.223875_3.295002_3.300827_146.5753_329.7103_342.2255_145.2056_0_0_0_50_0_0_7.png,1,0,6,0,50,50,0,0,2.893044,1.223875,3.295002,3.300827,146.5753,329.7103,342.2255,145.2056,0,0,0,50,0,50,0,1,7,
7377,data/screenshots/7377_0_1_3_0_50_50_0_0_0_5.408839_50_50_321.4992_1000_1000_86.35504_1_0_0_50_0_2_4.png,0,1,3,0,50,50,0,0,0,5.408839,50,50,321.4992,1000,1000,86.35504,1,0,0,50,0,50,2,1,4,
7378,data/screenshots/7378_0_1_2_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_2_4.png,0,1,2,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,3.261491,2,0,4,
7379,data/screenshots/7379_0_1_4_0_50_50_0_0_0_0.9355322_1.184007_50_60.71294_144.3003_1000_27.06796_0_1_0_50_0_2_5.png,0,1,4,0,50,50,0,0,0,0.9355322,1.184007,50,60.71294,144.3003,1000,27.06796,0,1,0,50,0,50,2,1,5,
7380,data/screenshots/7380_0_1_7_0_50_50_0_0_0_0.9618184_3.153442_3.697809_271.4847_263.7629_7.546417_342.1401_0_1_2_3.759187_0_0_8.png,0,1,7,0,50,50,0,0,0,0.9618184,3.153442,3.697809,271.4847,263.7629,7.546417,342.1401,0,1,2,3.759187,0,50,0,0,8,
7381,data/screenshots/7381_1_0_4_0_50_50_0_0_2.221066_0.8368402_3.439073_3.514453_241.5189_299.9016_311.4471_4.937149_0_1_0_50_1_0_6.png,1,0,4,0,50,50,0,0,2.221066,0.8368402,3.439073,3.514453,241.5189,299.9016,311.4471,4.937149,0,1,0,50,1,1.070131,0,0,6,
7382,data/screenshots/7382_1_0_1_0_50_50_0_0_1.779803_3.560114_50_50_281.3693_1000_1000_18.30649_0_1_0_50_1_0_3.png,1,0,1,0,50,50,0,0,1.779803,3.560114,50,50,281.3693,1000,1000,18.30649,0,1,0,50,1,3.152101,0,0,3,
7383,data/screenshots/7383_1_0_2_0_50_50_0_0_0.6525971_2.759609_3.714308_50_182.5145_143.0469_1000_163.821_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,0.6525971,2.759609,3.714308,50,182.5145,143.0469,1000,163.821,0,0,0,50,0,50,0,0,3,
7384,data/screenshots/7384_0_1_8_0_50_50_0_0_0_0.8423526_3.447153_3.834559_77.47891_51.5407_42.63191_241.8323_0_0_2_3.8453_1_2_10.png,0,1,8,0,50,50,0,0,0,0.8423526,3.447153,3.834559,77.47891,51.5407,42.63191,241.8323,0,0,2,3.8453,1,0.8859571,2,0,10,
7385,data/screenshots/7385_0_1_6_3_0.910318_0_1_1_0_0.910318_0.9103181_0.9103182_312_192_72.00001_0_1_1_0_50_0_0_7.png,0,1,6,3,0.910318,0,1,1,0,0.910318,0.9103181,0.9103182,312,192,72.00001,0,1,1,0,50,0,50,0,1,7,
7386,data/screenshots/7386_1_0_7_4_0.9173961_0_1_1_2.364588_0.9173961_0.9173961_0.9173961_254_344_74_0_1_1_0_50_0_1_8.png,1,0,7,4,0.9173961,0,1,1,2.364588,0.9173961,0.9173961,0.9173961,254,344,74,0,1,1,0,50,0,50,1,0,8,
7387,data/screenshots/7387_1_0_3_4_0.6725025_5.234685_0_0_2.817228_4.659383_4.941298_5.593921_184.0412_173.1788_186.0223_213.2682_0_0_0_50_0_2_7.png,1,0,3,4,0.6725025,5.234685,0,0,2.817228,4.659383,4.941298,5.593921,184.0412,173.1788,186.0223,213.2682,0,0,0,50,0,50,2,0,7,
7388,data/screenshots/7388_1_0_1_4_0.907112_4.432584_0_1_1.590042_3.749457_3.951908_5.032269_351.6046_10.54613_351.7361_134.4844_1_0_0_50_1_1_7.png,1,0,1,4,0.907112,4.432584,0,1,1.590042,3.749457,3.951908,5.032269,351.6046,10.54613,351.7361,134.4844,1,0,0,50,1,5.058067,1,0,7,
7389,data/screenshots/7389_1_0_5_3_0.634965_3.200766_0_1_2.526029_1.190117_1.205308_2.68249_245.9933_185.6233_7.177704_322.8539_0_1_0_50_1_0_7.png,1,0,5,3,0.634965,3.200766,0,1,2.526029,1.190117,1.205308,2.68249,245.9933,185.6233,7.177704,322.8539,0,1,0,50,1,4.100153,0,0,7,
7390,data/screenshots/7390_1_0_3_3_0.7214769_2.828372_0_0_1.667597_2.472671_2.620769_3.488921_166.3684_194.5803_194.2003_112.4942_0_0_1_3.488921_0_0_5.png,1,0,3,3,0.7214769,2.828372,0,0,1.667597,2.472671,2.620769,3.488921,166.3684,194.5803,194.2003,112.4942,0,0,1,3.488921,0,50,0,1,5,
7391,data/screenshots/7391_1_0_6_5_0.7353387_0_1_1_2.04878_0.7353385_0.7353386_0.7353387_65_353_137_0_1_1_0_50_1_0_8.png,1,0,6,5,0.7353387,0,1,1,2.04878,0.7353385,0.7353386,0.7353387,65,353,137,0,1,1,0,50,1,2.895101,0,0,8,
7392,data/screenshots/7392_0_1_6_0_50_50_1_0_0_2.666736_2.989572_3.485754_27.94666_111.8723_143.6855_178.9467_1_1_0_50_1_0_8.png,0,1,6,0,50,50,1,0,0,2.666736,2.989572,3.485754,27.94666,111.8723,143.6855,178.9467,1,1,0,50,1,0.4642373,0,0,8,
7393,data/screenshots/7393_0_1_1_0_50_50_1_0_0_0.731519_50_50_192.7519_1000_1000_4.624222_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,0.731519,50,50,192.7519,1000,1000,4.624222,1,1,0,50,0,50,0,0,2,
7394,data/screenshots/7394_1_0_3_0_50_50_1_0_0.9599872_1.755572_50_50_121.6128_1000_1000_202.237_1_1_1_1.755572_0_2_4.png,1,0,3,0,50,50,1,0,0.9599872,1.755572,50,50,121.6128,1000,1000,202.237,1,1,1,1.755572,0,50,2,0,4,
7395,data/screenshots/7395_1_0_4_3_0.6250291_2.662812_0_1_1.930087_2.079237_2.854649_3.157758_354.5475_12.38617_352.4527_156.1207_1_0_0_50_0_0_5.png,1,0,4,3,0.6250291,2.662812,0,1,1.930087,2.079237,2.854649,3.157758,354.5475,12.38617,352.4527,156.1207,1,0,0,50,0,50,0,0,5,
7396,data/screenshots/7396_0_1_2_3_0.9390061_3.83434_0_1_0_0.9491571_2.954062_4.136357_223.5571_354.4331_12.81827_120.7881_0_0_1_0.9491571_1_0_6.png,0,1,2,3,0.9390061,3.83434,0,1,0,0.9491571,2.954062,4.136357,223.5571,354.4331,12.81827,120.7881,0,0,1,0.9491571,1,2.119718,0,0,6,
7397,data/screenshots/7397_0_1_1_3_0.838335_2.956104_0_1_0_2.601474_2.67655_3.793743_344.2557_16.15231_359.4156_106.9012_1_0_0_50_1_0_5.png,0,1,1,3,0.838335,2.956104,0,1,0,2.601474,2.67655,3.793743,344.2557,16.15231,359.4156,106.9012,1,0,0,50,1,3.160517,0,1,5,
7398,data/screenshots/7398_0_1_1_3_0.577041_1.221726_0_1_0_0.6448172_1.584759_1.596721_359.2009_18.5502_341.9335_178.308_1_0_0_50_0_0_4.png,0,1,1,3,0.577041,1.221726,0,1,0,0.6448172,1.584759,1.596721,359.2009,18.5502,341.9335,178.308,1,0,0,50,0,50,0,0,4,
7399,data/screenshots/7399_0_1_3_0_50_50_0_0_0_1.882384_3.354941_4.472038_218.2875_337.7086_266.0999_20.32813_0_1_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,1.882384,3.354941,4.472038,218.2875,337.7086,266.0999,20.32813,0,1,0,50,0,50,0,0,4,
7400,data/screenshots/7400_0_1_4_0_50_50_0_0_0_1.071096_2.266973_4.719506_36.39276_57.37268_151.7032_342.7209_1_1_0_50_0_1_5.png,0,1,4,0,50,50,0,0,0,1.071096,2.266973,4.719506,36.39276,57.37268,151.7032,342.7209,1,1,0,50,0,50,1,0,5,
7401,data/screenshots/7401_0_1_4_0_50_50_0_0_0_1.539539_1.74223_2.647026_324.4138_145.7265_255.5237_171.1347_1_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,1.539539,1.74223,2.647026,324.4138,145.7265,255.5237,171.1347,1,0,0,50,0,50,0,0,5,
7402,data/screenshots/7402_1_0_1_0_50_50_0_0_1.003392_2.705686_50_50_190.8888_1000_1000_330.0235_0_1_0_50_0_0_2.png,1,0,1,0,50,50,0,0,1.003392,2.705686,50,50,190.8888,1000,1000,330.0235,0,1,0,50,0,50,0,0,2,
7403,data/screenshots/7403_0_1_7_0_50_50_0_0_0_1.169644_1.558257_2.0282_292.6196_320.8813_31.24814_174.6431_0_0_2_1.558257_0_0_8.png,0,1,7,0,50,50,0,0,0,1.169644,1.558257,2.0282,292.6196,320.8813,31.24814,174.6431,0,0,2,1.558257,0,50,0,0,8,
7404,data/screenshots/7404_0_1_2_0_50_50_0_0_0_0.8314849_3.952526_50_272.3915_10.31146_1000_45.29633_0_0_0_50_0_0_3.png,0,1,2,0,50,50,0,0,0,0.8314849,3.952526,50,272.3915,10.31146,1000,45.29633,0,0,0,50,0,50,0,0,3,
7405,data/screenshots/7405_0_1_1_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
7406,data/screenshots/7406_0_1_4_0_50_50_0_0_0_0.5271418_2.227023_3.835973_17.77255_345.3056_352.7545_154.9889_1_0_0_50_1_1_6.png,0,1,4,0,50,50,0,0,0,0.5271418,2.227023,3.835973,17.77255,345.3056,352.7545,154.9889,1,0,0,50,1,2.530781,1,0,6,
7407,data/screenshots/7407_0_1_2_0_50_50_0_0_0_3.342309_50_50_215.9959_1000_1000_82.51779_0_0_0_50_1_1_4.png,0,1,2,0,50,50,0,0,0,3.342309,50,50,215.9959,1000,1000,82.51779,0,0,0,50,1,0.6633934,1,0,4,
7408,data/screenshots/7408_1_0_4_0_50_50_0_0_0.9426333_1.501291_3.792835_4.144744_193.5597_183.3802_234.078_142.0775_0_0_0_50_1_1_6.png,1,0,4,0,50,50,0,0,0.9426333,1.501291,3.792835,4.144744,193.5597,183.3802,234.078,142.0775,0,0,0,50,1,2.116078,1,0,6,
7409,data/screenshots/7409_1_0_7_4_0.5157704_0_1_1_2.148824_0.5157704_0.5157704_0.5157704_284_14_104_0_1_1_1_2.348233_0_0_8.png,1,0,7,4,0.5157704,0,1,1,2.148824,0.5157704,0.5157704,0.5157704,284,14,104,0,1,1,1,2.348233,0,50,0,0,8,
7410,data/screenshots/7410_0_1_2_4_0.5590556_0_1_1_0_0.5590556_0.5590556_0.5590556_349_79_169_0_1_1_0_50_0_0_5.png,0,1,2,4,0.5590556,0,1,1,0,0.5590556,0.5590556,0.5590556,349,79,169,0,1,1,0,50,0,50,0,0,5,
7411,data/screenshots/7411_0_1_6_4_0.7328591_0_1_1_0_0.7328591_0.7328591_0.7328591_151_241_331_0_1_1_2_2.17442_1_2_10.png,0,1,6,4,0.7328591,0,1,1,0,0.7328591,0.7328591,0.7328591,151,241,331,0,1,1,2,2.17442,1,2.884397,2,0,10,
7412,data/screenshots/7412_0_1_3_0_50_50_1_0_0_0.5286815_1.737566_2.798822_24.09854_352.6498_50.14667_232.0985_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.5286815,1.737566,2.798822,24.09854,352.6498,50.14667,232.0985,1,1,0,50,0,50,0,0,4,
7413,data/screenshots/7413_0_1_5_0_50_50_1_0_0_0.9722535_0.9954457_1.695024_135.9337_331.287_269.6634_336.0803_1_1_0_50_0_1_6.png,0,1,5,0,50,50,1,0,0,0.9722535,0.9954457,1.695024,135.9337,331.287,269.6634,336.0803,1,1,0,50,0,50,1,0,6,
7414,data/screenshots/7414_1_0_7_3_0.5315584_0_1_1_1.698955_0.5315583_0.5315584_0.5315585_45_165_285_0_1_1_0_50_0_2_8.png,1,0,7,3,0.5315584,0,1,1,1.698955,0.5315583,0.5315584,0.5315585,45,165,285,0,1,1,0,50,0,50,2,0,8,
7415,data/screenshots/7415_0_1_5_4_0.6807898_3.471785_0_1_0_1.238652_2.920183_3.159242_257.8688_7.184738_349.522_91.31248_0_0_0_50_1_0_7.png,0,1,5,4,0.6807898,3.471785,0,1,0,1.238652,2.920183,3.159242,257.8688,7.184738,349.522,91.31248,0,0,0,50,1,0.5632501,0,0,7,
7416,data/screenshots/7416_0_1_4_3_0.9730383_4.721751_0_1_0_1.763914_3.762283_5.157834_40.99072_357.7985_10.11218_135.4489_1_0_0_50_0_0_5.png,0,1,4,3,0.9730383,4.721751,0,1,0,1.763914,3.762283,5.157834,40.99072,357.7985,10.11218,135.4489,1,0,0,50,0,50,0,0,5,
7417,data/screenshots/7417_0_1_6_3_0.5128258_2.284852_0_1_0_1.790022_2.480279_2.66358_3.815849_348.5696_8.03714_197.248_1_0_0_50_1_1_8.png,0,1,6,3,0.5128258,2.284852,0,1,0,1.790022,2.480279,2.66358,3.815849,348.5696,8.03714,197.248,1,0,0,50,1,2.447739,1,0,8,
7418,data/screenshots/7418_0_1_7_0_50_50_0_0_0_0.4448926_0.7943979_3.382569_188.8341_116.8616_166.5644_113.0821_0_0_2_0.7943979_0_1_8.png,0,1,7,0,50,50,0,0,0,0.4448926,0.7943979,3.382569,188.8341,116.8616,166.5644,113.0821,0,0,2,0.7943979,0,50,1,1,8,
7419,data/screenshots/7419_1_0_5_0_50_50_0_0_1.465874_0.6309353_1.060232_2.54989_219.647_199.2774_0.1778107_319.7566_0_0_2_1.060232_0_0_6.png,1,0,5,0,50,50,0,0,1.465874,0.6309353,1.060232,2.54989,219.647,199.2774,0.1778107,319.7566,0,0,2,1.060232,0,50,0,0,6,
7420,data/screenshots/7420_0_1_7_3_0.5843711_4.092366_0_0_0_3.680573_3.934535_4.009604_186.1241_222.7667_171.8108_228.3397_0_0_2_4.479067_0_0_8.png,0,1,7,3,0.5843711,4.092366,0,0,0,3.680573,3.934535,4.009604,186.1241,222.7667,171.8108,228.3397,0,0,2,4.479067,0,50,0,1,8,
7421,data/screenshots/7421_1_0_1_3_0.654555_0_1_1_1.000269_0.6545548_0.6545548_0.6545548_291_51_171_0_1_1_0_50_0_0_4.png,1,0,1,3,0.654555,0,1,1,1.000269,0.6545548,0.6545548,0.6545548,291,51,171,0,1,1,0,50,0,50,0,0,4,
7422,data/screenshots/7422_0_1_8_0_50_50_1_0_0_1.144348_1.225189_1.330454_286.9878_352.5969_304.3891_297.9878_1_1_2_1.900955_0_2_9.png,0,1,8,0,50,50,1,0,0,1.144348,1.225189,1.330454,286.9878,352.5969,304.3891,297.9878,1,1,2,1.900955,0,50,2,0,9,
7423,data/screenshots/7423_1_0_6_0_50_50_1_0_0.5707078_0.5871077_1.076659_2.103327_92.80301_325.2078_355.6095_256.3999_1_1_1_1.076659_0_0_7.png,1,0,6,0,50,50,1,0,0.5707078,0.5871077,1.076659,2.103327,92.80301,325.2078,355.6095,256.3999,1,1,1,1.076659,0,50,0,0,7,
7424,data/screenshots/7424_1_0_8_0_50_50_1_0_0.7140781_1.665969_2.484846_2.653113_294.374_308.3176_67.20761_129.1786_1_1_0_50_0_2_9.png,1,0,8,0,50,50,1,0,0.7140781,1.665969,2.484846,2.653113,294.374,308.3176,67.20761,129.1786,1,1,0,50,0,50,2,0,9,
7425,data/screenshots/7425_1_0_2_0_50_50_1_0_2.998439_4.322491_5.086696_50_354.7342_359.8457_1000_117.9129_1_1_0_50_1_0_4.png,1,0,2,0,50,50,1,0,2.998439,4.322491,5.086696,50,354.7342,359.8457,1000,117.9129,1,1,0,50,1,1.309184,0,0,4,
7426,data/screenshots/7426_0_1_5_0_50_50_1_0_0_1.055341_1.559808_2.28866_109.7238_146.2764_165.9218_188.7482_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,1.055341,1.559808,2.28866,109.7238,146.2764,165.9218,188.7482,1,1,0,50,0,50,0,0,6,
7427,data/screenshots/7427_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,5.914144,0,0,2,
7428,data/screenshots/7428_1_0_1_0_50_50_1_0_2.91046_3.114289_50_50_0.8013458_1000_1000_132.5495_1_1_0_50_1_0_3.png,1,0,1,0,50,50,1,0,2.91046,3.114289,50,50,0.8013458,1000,1000,132.5495,1,1,0,50,1,3.347845,0,0,3,
7429,data/screenshots/7429_0_1_1_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
7430,data/screenshots/7430_1_0_6_5_0.9458576_0_1_1_0.8102022_0.9458573_0.9458574_0.9458576_93.99998_166_238_0_1_1_0_50_1_0_8.png,1,0,6,5,0.9458576,0,1,1,0.8102022,0.9458573,0.9458574,0.9458576,93.99998,166,238,0,1,1,0,50,1,3.116525,0,1,8,
7431,data/screenshots/7431_1_0_3_5_0.5955674_0_1_1_1.308855_0.5955673_0.5955674_0.5955674_311_239_22.99998_0_1_1_0_50_1_1_8.png,1,0,3,5,0.5955674,0,1,1,1.308855,0.5955673,0.5955674,0.5955674,311,239,22.99998,0,1,1,0,50,1,4.951346,1,0,8,
7432,data/screenshots/7432_1_0_2_5_0.5703463_0_1_1_1.290748_0.5703462_0.5703462_0.5703463_20.00001_92.00001_308_0_1_1_0_50_0_2_8.png,1,0,2,5,0.5703463,0,1,1,1.290748,0.5703462,0.5703462,0.5703463,20.00001,92.00001,308,0,1,1,0,50,0,50,2,0,8,
7433,data/screenshots/7433_1_0_3_5_0.5887001_2.506577_0_1_2.374204_1.921479_2.334603_2.448101_1.697701_346.6345_13.58081_187.2467_1_0_0_50_0_1_7.png,1,0,3,5,0.5887001,2.506577,0,1,2.374204,1.921479,2.334603,2.448101,1.697701,346.6345,13.58081,187.2467,1,0,0,50,0,50,1,0,7,
7434,data/screenshots/7434_0_1_3_0_50_50_0_0_0_1.986978_2.087885_3.652875_299.2108_220.7493_220.6026_216.3944_0_0_0_50_1_0_5.png,0,1,3,0,50,50,0,0,0,1.986978,2.087885,3.652875,299.2108,220.7493,220.6026,216.3944,0,0,0,50,1,3.707374,0,0,5,
7435,data/screenshots/7435_1_0_1_0_50_50_0_0_2.517502_0.9213428_50_50_54.76512_1000_1000_329.5513_0_1_0_50_0_0_2.png,1,0,1,0,50,50,0,0,2.517502,0.9213428,50,50,54.76512,1000,1000,329.5513,0,1,0,50,0,50,0,0,2,
7436,data/screenshots/7436_0_1_6_0_50_50_0_0_0_1.870331_2.114165_2.479212_115.5831_91.63278_357.5551_327.1345_0_1_0_50_0_0_7.png,0,1,6,0,50,50,0,0,0,1.870331,2.114165,2.479212,115.5831,91.63278,357.5551,327.1345,0,1,0,50,0,50,0,0,7,
7437,data/screenshots/7437_1_0_5_0_50_50_0_0_0.5397632_1.479461_1.815621_2.031209_316.3593_233.9127_246.9505_232.5434_0_0_2_2.031209_0_0_6.png,1,0,5,0,50,50,0,0,0.5397632,1.479461,1.815621,2.031209,316.3593,233.9127,246.9505,232.5434,0,0,2,2.031209,0,50,0,0,6,
7438,data/screenshots/7438_1_0_6_0_50_50_0_0_0.6383632_0.5531721_1.784968_4.186532_228.9646_252.3291_159.1228_36.09915_0_1_0_50_0_1_7.png,1,0,6,0,50,50,0,0,0.6383632,0.5531721,1.784968,4.186532,228.9646,252.3291,159.1228,36.09915,0,1,0,50,0,50,1,0,7,
7439,data/screenshots/7439_1_0_2_0_50_50_0_0_2.293511_1.077478_3.862792_50_268.2176_202.9411_1000_124.4749_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,2.293511,1.077478,3.862792,50,268.2176,202.9411,1000,124.4749,0,0,0,50,0,50,0,0,3,
7440,data/screenshots/7440_1_0_2_0_50_50_0_0_1.297921_0.5335549_2.674555_50_21.24722_225.7337_1000_40.44565_1_1_0_50_0_0_3.png,1,0,2,0,50,50,0,0,1.297921,0.5335549,2.674555,50,21.24722,225.7337,1000,40.44565,1,1,0,50,0,50,0,0,3,
7441,data/screenshots/7441_1_0_5_0_50_50_0_0_1.873057_1.371852_2.430379_2.464766_338.4945_319.2367_344.6699_297.9401_1_0_0_50_0_0_6.png,1,0,5,0,50,50,0,0,1.873057,1.371852,2.430379,2.464766,338.4945,319.2367,344.6699,297.9401,1,0,0,50,0,50,0,0,6,
7442,data/screenshots/7442_1_0_6_3_0.7616246_0_1_1_2.575296_0.7616246_0.7616247_0.7616247_1_121_241_0_1_1_0_50_1_2_8.png,1,0,6,3,0.7616246,0,1,1,2.575296,0.7616246,0.7616247,0.7616247,1,121,241,0,1,1,0,50,1,4.168616,2,0,8,
7443,data/screenshots/7443_1_0_1_3_0.8876284_0_1_1_1.71603_0.8876283_0.8876284_0.8876284_24_144_264_0_1_1_0_50_1_0_5.png,1,0,1,3,0.8876284,0,1,1,1.71603,0.8876283,0.8876284,0.8876284,24,144,264,0,1,1,0,50,1,0.9389754,0,0,5,
7444,data/screenshots/7444_1_0_0_3_0.9844842_3.326533_0_0_1.214756_2.507883_3.490622_4.198949_190.8636_163.6226_186.9978_219.5565_0_0_0_50_0_0_4.png,1,0,0,3,0.9844842,3.326533,0,0,1.214756,2.507883,3.490622,4.198949,190.8636,163.6226,186.9978,219.5565,0,0,0,50,0,50,0,0,4,
7445,data/screenshots/7445_0_1_5_0_50_50_0_0_0_0.5479199_0.6647764_0.9979202_159.2882_82.41147_218.1584_170.6037_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,0.5479199,0.6647764,0.9979202,159.2882,82.41147,218.1584,170.6037,0,0,0,50,0,50,0,0,6,
7446,data/screenshots/7446_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,1,1,
7447,data/screenshots/7447_0_1_3_0_50_50_0_0_0_2.101817_3.843344_4.751975_345.971_37.54781_95.65118_7.444824_1_1_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,2.101817,3.843344,4.751975,345.971,37.54781,95.65118,7.444824,1,1,0,50,0,50,0,0,4,
7448,data/screenshots/7448_1_0_3_0_50_50_0_0_2.376977_1.350374_1.625058_4.242334_32.5795_20.47807_126.436_57.02432_1_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,2.376977,1.350374,1.625058,4.242334,32.5795,20.47807,126.436,57.02432,1,0,0,50,0,50,0,0,4,
7449,data/screenshots/7449_1_0_4_0_50_50_0_0_1.064315_1.988808_3.080581_3.969516_336.8395_323.0942_304.5144_50.8638_1_0_0_50_0_1_5.png,1,0,4,0,50,50,0,0,1.064315,1.988808,3.080581,3.969516,336.8395,323.0942,304.5144,50.8638,1,0,0,50,0,50,1,0,5,
7450,data/screenshots/7450_0_1_5_0_50_50_0_0_0_0.5251825_1.278362_1.761419_80.67709_96.2417_99.05121_78.21582_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,0.5251825,1.278362,1.761419,80.67709,96.2417,99.05121,78.21582,0,0,0,50,0,50,0,0,6,
7451,data/screenshots/7451_1_0_2_0_50_50_0_0_1.967948_0.4520611_4.468119_50_242.1679_80.6226_1000_260.3837_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,1.967948,0.4520611,4.468119,50,242.1679,80.6226,1000,260.3837,0,0,0,50,0,50,0,0,3,
7452,data/screenshots/7452_0_1_4_0_50_50_0_0_0_1.86563_1.869635_4.314257_190.9109_106.1808_140.2599_310.7494_0_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,1.86563,1.869635,4.314257,190.9109,106.1808,140.2599,310.7494,0,0,0,50,0,50,0,0,5,
7453,data/screenshots/7453_1_0_3_0_50_50_0_0_1.611161_4.490416_4.91614_5.770458_1.191216_5.730789_349.1869_101.9406_1_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,1.611161,4.490416,4.91614,5.770458,1.191216,5.730789,349.1869,101.9406,1,0,0,50,0,50,0,0,4,
7454,data/screenshots/7454_0_1_5_4_0.7329757_0_1_1_0_0.7329757_0.7329757_0.7329757_330_60_150_0_1_1_0_50_1_0_7.png,0,1,5,4,0.7329757,0,1,1,0,0.7329757,0.7329757,0.7329757,330,60,150,0,1,1,0,50,1,4.093648,0,0,7,
7455,data/screenshots/7455_0_1_2_4_0.5871696_3.119392_0_0_0_2.552663_3.034623_3.307841_183.1187_169.1639_189.9315_196.8001_0_0_0_50_0_0_5.png,0,1,2,4,0.5871696,3.119392,0,0,0,2.552663,3.034623,3.307841,183.1187,169.1639,189.9315,196.8001,0,0,0,50,0,50,0,0,5,
7456,data/screenshots/7456_0_1_1_4_0.5187181_0_1_1_0_0.5187178_0.518718_0.5187181_159_69_249_0_1_1_0_50_1_0_6.png,0,1,1,4,0.5187181,0,1,1,0,0.5187178,0.518718,0.5187181,159,69,249,0,1,1,0,50,1,3.646361,0,0,6,
7457,data/screenshots/7457_0_1_4_4_0.7710389_0_1_1_0_0.771039_0.771039_0.771039_145_235_325_0_1_1_0_50_1_2_8.png,0,1,4,4,0.7710389,0,1,1,0,0.771039,0.771039,0.771039,145,235,325,0,1,1,0,50,1,0.4586207,2,1,8,
7458,data/screenshots/7458_1_0_1_4_0.669975_0_1_1_1.923362_0.669975_0.6699753_0.6699753_334_64_154_0_1_1_0_50_0_0_5.png,1,0,1,4,0.669975,0,1,1,1.923362,0.669975,0.6699753,0.6699753,334,64,154,0,1,1,0,50,0,50,0,1,5,
7459,data/screenshots/7459_1_0_6_0_50_50_1_0_1.662969_0.731479_1.239064_1.272671_350.5143_41.97688_107.1245_293.5143_1_1_1_0.731479_0_0_7.png,1,0,6,0,50,50,1,0,1.662969,0.731479,1.239064,1.272671,350.5143,41.97688,107.1245,293.5143,1,1,1,0.731479,0,50,0,0,7,
7460,data/screenshots/7460_1_0_3_0_50_50_1_0_1.458627_1.593573_2.070513_4.268052_238.2072_70.73962_136.3172_210.7215_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,1.458627,1.593573,2.070513,4.268052,238.2072,70.73962,136.3172,210.7215,1,1,0,50,0,50,0,0,4,
7461,data/screenshots/7461_0_1_2_0_50_50_1_0_0_0.7971196_4.069991_50_174.5541_265.3031_1000_354.808_1_1_1_0.7971196_0_0_3.png,0,1,2,0,50,50,1,0,0,0.7971196,4.069991,50,174.5541,265.3031,1000,354.808,1,1,1,0.7971196,0,50,0,0,3,
7462,data/screenshots/7462_1_0_2_0_50_50_1_0_0.8025347_1.392733_1.734261_50_128.1943_110.7696_1000_83.00229_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,0.8025347,1.392733,1.734261,50,128.1943,110.7696,1000,83.00229,1,1,0,50,0,50,0,0,3,
